DC,ZONE,TENANT,L3OUT,EEPG,CC_NAME,CC_STATE,CC_STATUS
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-DFIT-MAS-OCP0105-INGRESS-ANY,formed,install
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-DFIT-MAS-OCP0105-MNGSRV-ANY,formed,install
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-DFIT-MAS-OCP0105-NS1-ANY,formed,install
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ1,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-INF-GETS-OSP01APP2-APP,CT-LVFI-INF-GETS-OSP01APP2-APP-ANY,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-INF-GETS-OSP01FUSIONCTL-APP,CT-LVFI-INF-GETS-OSP01FUSIONCTL-APP-ANY,formed,install
CDL,CDL-AZ1,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ1,EEPG-TRUSTED,CT-DFIT-MAS-WFN-VIP-TO-APP,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-TRUSTED,CT-LVFI-INF-GETS-OSP01APP2-APP-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-INF-GETS-HPETEST1FUSION-CTLPLN,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-VIP,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-INF-GETS-HAPTEST1DEVSVC-VIP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ1,EEPG-INF-GETS-HAPTEST1DEVSVC-APP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-DFIT-RNR-GEN-VIP1,CT-LVFI-DFIT-RNR-OST01APP1-APP-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-DFIT-RNR-OST01APP1-APP,CT-LVFI-DFIT-RNR-OST01APP1-APP-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-DFIT-RNR-OCP0104-INGRESS-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-DFIT-RNR-OCP0104-MNGSRV-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-INF-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ1,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ1,EEPG-TRUSTED-CORE-GLB,CT-LVFI-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ1,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ1,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ2,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-DFIT-MAS-OCP0105-INGRESS-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-DFIT-MAS-OCP0105-MNGSRV-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-DFIT-MAS-OCP0105-NS1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ2,EEPG-INF-GETS-OSP01FUSIONCTL-APP,CT-LVFI-INF-GETS-OSP01APP2-APP-ANY,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ2,EEPG-TRUSTED,CT-LVFI-INF-GETS-OSP01FUSIONCTL-APP-ANY,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-TRUSTED,CT-DFIT-MAS-GEN-FIP,formed,install
CDL,CDL-AZ2,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ2,EEPG-UNTRUSTED,CT-DFIT-MAS-WFN-EXT-TO-VIP,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ2,EEPG-INF-GETS-HPETEST1FUSION-CTLPLN,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-VIP,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ2,EEPG-INF-GETS-HAPTEST1DEVSVC-VIP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ2,EEPG-INF-GETS-HAPTEST1DEVSVC-APP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-DFIT-RNR-GEN-VIP1,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-DFIT-RNR-OST01APP1-APP,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-DFIT-RNR-OCP0104-INGRESS-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-DFIT-RNR-OCP0104-MNGSRV-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-INF-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ2,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ2,EEPG-TRUSTED-CORE-GLB,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ2,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ2,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ2,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-DFIT-MAS-OCP0105-INGRESS-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-DFIT-MAS-OCP0105-MNGSRV-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-DFIT-MAS-OCP0105-NS1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-MAS-OCP0105-INGRESS,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-MAS-OCP0105-MNGSRV,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-MAS-OCP0105-NS1,CT-LVFI-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-INF-OSP1-OCP0105-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0105-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-OSP01APP2-APP,CT-LVFI-INF-GETS-OSP01APP2-APP-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-OSP01FUSIONCTL-APP,CT-LVFI-INF-GETS-OSP01FUSIONCTL-APP-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-TRUSTED,CT-LVFI-INF-GETS-OSP01APP2-APP-ANY,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-UNTRUSTED,CT-DFIT-MAS-WFN-EXT-TO-FIP,formed,install
CDL,CDL-AZ3,TN-MAS-DEVAPP,L3OUT-MAS-DEVAPP-AZ3,EEPG-TRUSTED,CT-DFIT-MAS-GEN-FIP,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HPETEST1FUSION-CTLPLN,CT-LVFI-INF-GETS-HPETEST1FUSION-CTLPLN,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HAPTEST1DEVSVC-VIP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-VIP,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HAPTEST1DEVSVC-APP,CT-LVFI-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-GEN-VIP1,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-DFIT-RNR-OCP0104-INGRESS-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-DFIT-RNR-OCP0104-MNGSRV-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OST01APP1-APP,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-INF-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-TRUSTED-CORE-GLB,CT-LVFI-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-UAT-RNR-OCP0102-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-TRUSTED-CORE-GLB,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ1,EEPG-TRUSTED-CORE-HST,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-NS1,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVFE-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-UNTRUSTED,CT-INF-GETS-OSP1-INTRA-PLTMGT,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-TRUSTED,CT-LVOE-INF-GETS-WATSON01-EGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-GLB,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-HST,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-WATSON01-EGRESS,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0103-INGRESS,CT-LVOE-INF-GETS-OCP0103-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-HST-MAS-OCP0101-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-HST-MAS-OCP0101-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
